sh,a,rh,x,wavelength,absorption
35.0,100.0,13.0,150.0,259.60539979232,0.89762278194238
35.0,100.0,13.0,150.0,259.92029111073,0.89779765664345
35.0,100.0,13.0,150.0,260.23594725885,0.89797262076851
35.0,100.0,13.0,150.0,260.55237102658,0.89814767375955
35.0,100.0,13.0,150.0,260.86956521739,0.8983228150465
35.0,100.0,13.0,150.0,261.18753264844,0.89849804404651
35.0,100.0,13.0,150.0,261.50627615063,0.89867336016333
35.0,100.0,13.0,150.0,261.82579856869,0.8988487627866
35.0,100.0,13.0,150.0,262.14610276127,0.89902425129119
35.0,100.0,13.0,150.0,262.46719160105,0.89919982503652
35.0,100.0,13.0,150.0,262.78906797477,0.89937548336591
35.0,100.0,13.0,150.0,263.11173478337,0.89955122560585
35.0,100.0,13.0,150.0,263.43519494204,0.89972705106535
35.0,100.0,13.0,150.0,263.75945138034,0.89990295903526
35.0,100.0,13.0,150.0,264.08450704225,0.90007894878758
35.0,100.0,13.0,150.0,264.4103648863,0.90025501957477
35.0,100.0,13.0,150.0,264.73702788563,0.90043117062908
35.0,100.0,13.0,150.0,265.0644990281,0.90060740116185
35.0,100.0,13.0,150.0,265.39278131635,0.9007837103628
35.0,100.0,13.0,150.0,265.72187776794,0.9009600973994
35.0,100.0,13.0,150.0,266.0517914154,0.90113656141611
35.0,100.0,13.0,150.0,266.38252530634,0.90131310153372
35.0,100.0,13.0,150.0,266.71408250356,0.90148971684866
35.0,100.0,13.0,150.0,267.0464660851,0.90166640643228
35.0,100.0,13.0,150.0,267.37967914438,0.90184316933018
35.0,100.0,13.0,150.0,267.71372479029,0.90202000456147
35.0,100.0,13.0,150.0,268.04860614725,0.90219691111811
35.0,100.0,13.0,150.0,268.38432635534,0.90237388796419
35.0,100.0,13.0,150.0,268.7208885704,0.90255093403522
35.0,100.0,13.0,150.0,269.05829596413,0.90272804823742
35.0,100.0,13.0,150.0,269.39655172414,0.90290522944704
35.0,100.0,13.0,150.0,269.73565905413,0.9030824765096
35.0,100.0,13.0,150.0,270.07562117393,0.90325978823924
35.0,100.0,13.0,150.0,270.41644131963,0.90343716341795
35.0,100.0,13.0,150.0,270.75812274368,0.90361460079491
35.0,100.0,13.0,150.0,271.10066871498,0.90379209908571
35.0,100.0,13.0,150.0,271.444082519,0.90396965697171
35.0,100.0,13.0,150.0,271.78836745787,0.90414727309924
35.0,100.0,13.0,150.0,272.13352685051,0.90432494607895
35.0,100.0,13.0,150.0,272.4795640327,0.90450267448502
35.0,100.0,13.0,150.0,272.82648235722,0.9046804568545
35.0,100.0,13.0,150.0,273.17428519395,0.90485829168656
35.0,100.0,13.0,150.0,273.52297592998,0.90503617744172
35.0,100.0,13.0,150.0,273.87255796969,0.90521411254121
35.0,100.0,13.0,150.0,274.22303473492,0.90539209536614
35.0,100.0,13.0,150.0,274.57440966502,0.90557012425684
35.0,100.0,13.0,150.0,274.92668621701,0.90574819751211
35.0,100.0,13.0,150.0,275.27986786566,0.90592631338846
35.0,100.0,13.0,150.0,275.63395810364,0.9061044700994
35.0,100.0,13.0,150.0,275.98896044158,0.90628266581468
35.0,100.0,13.0,150.0,276.34487840825,0.90646089865957
35.0,100.0,13.0,150.0,276.70171555064,0.90663916671409
35.0,100.0,13.0,150.0,277.05947543406,0.90681746801232
35.0,100.0,13.0,150.0,277.41816164232,0.90699580054158
35.0,100.0,13.0,150.0,277.77777777778,0.90717416224175
35.0,100.0,13.0,150.0,278.13832746152,0.90735255100447
35.0,100.0,13.0,150.0,278.49981433346,0.90753096467244
35.0,100.0,13.0,150.0,278.86224205243,0.90770940103862
35.0,100.0,13.0,150.0,279.22561429635,0.90788785784552
35.0,100.0,13.0,150.0,279.58993476235,0.9080663327844
