sh,a,rh,x,wavelength,absorption
35.0,260.0,5.0,20.0,250.0,0.97804327664658
35.0,260.0,5.0,20.0,250.19580541293,0.97820033910445
35.0,260.0,5.0,20.0,250.39191778436,0.97835689795577
35.0,260.0,5.0,20.0,250.58833783666,0.97851294856204
35.0,260.0,5.0,20.0,250.78506629449,0.97866848632694
35.0,260.0,5.0,20.0,250.98210388477,0.97882350669692
35.0,260.0,5.0,20.0,251.17945133671,0.97897800516178
35.0,260.0,5.0,20.0,251.37710938183,0.97913197725519
35.0,260.0,5.0,20.0,251.57507875394,0.97928541855525
35.0,260.0,5.0,20.0,251.77336018916,0.979438324685
35.0,260.0,5.0,20.0,251.97195442594,0.97959069131292
35.0,260.0,5.0,20.0,252.17086220507,0.97974251415347
35.0,260.0,5.0,20.0,252.37008426966,0.97989378896752
35.0,260.0,5.0,20.0,252.56962136519,0.98004451156287
35.0,260.0,5.0,20.0,252.76947423949,0.98019467779465
35.0,260.0,5.0,20.0,252.96964364276,0.98034428356582
35.0,260.0,5.0,20.0,253.17013032758,0.98049332482757
35.0,260.0,5.0,20.0,253.37093504891,0.98064179757973
35.0,260.0,5.0,20.0,253.57205856412,0.98078969787118
35.0,260.0,5.0,20.0,253.77350163298,0.98093702180026
35.0,260.0,5.0,20.0,253.97526501767,0.9810837655151
35.0,260.0,5.0,20.0,254.1773494828,0.981229925214
35.0,260.0,5.0,20.0,254.37975579543,0.98137549714579
35.0,260.0,5.0,20.0,254.58248472505,0.98152047761013
35.0,260.0,5.0,20.0,254.7855370436,0.98166486295788
35.0,260.0,5.0,20.0,254.9889135255,0.98180864959132
35.0,260.0,5.0,20.0,255.19261494763,0.98195183396452
35.0,260.0,5.0,20.0,255.39664208937,0.98209441258358
35.0,260.0,5.0,20.0,255.60099573257,0.98223638200686
35.0,260.0,5.0,20.0,255.80567666162,0.9823777388453
35.0,260.0,5.0,20.0,256.0106856634,0.98251847976257
35.0,260.0,5.0,20.0,256.21602352731,0.98265860147536
35.0,260.0,5.0,20.0,256.42169104531,0.98279810075352
35.0,260.0,5.0,20.0,256.62768901187,0.98293697442031
35.0,260.0,5.0,20.0,256.83401822405,0.98307521935251
35.0,260.0,5.0,20.0,257.04067948145,0.98321283248065
35.0,260.0,5.0,20.0,257.24767358626,0.9833498107891
35.0,260.0,5.0,20.0,257.45500134324,0.98348615131622
35.0,260.0,5.0,20.0,257.66266355978,0.98362185115453
35.0,260.0,5.0,20.0,257.87066104583,0.98375690745071
35.0,260.0,5.0,20.0,258.078994614,0.9838913174058
35.0,260.0,5.0,20.0,258.28766507951,0.9840250782752
35.0,260.0,5.0,20.0,258.4966732602,0.98415818736879
35.0,260.0,5.0,20.0,258.7060199766,0.98429064205093
35.0,260.0,5.0,20.0,258.91570605187,0.98442243974055
35.0,260.0,5.0,20.0,259.12573231185,0.98455357791112
35.0,260.0,5.0,20.0,259.33609958506,0.9846840540907
35.0,260.0,5.0,20.0,259.54680870272,0.98481386586193
35.0,260.0,5.0,20.0,259.75786049874,0.984943010862
